%eval_id interface pd             po             fa             Qp             Tp             Bw             Bd             Tc             Wbc            Wac            Dbc            Dac            
638      bat        0.0001         0.43           0.6015         2.32366        0.08326        5.8088         15.56          0.04299        0.5354         0.5886         0.5354         15.56          
639      bat        0.0001041666667 0.43           0.6015         2.32421        0.08326        5.809          15.56          0.04299        0.5378         0.5892         0.5378         15.56          
640      bat        0.0001083333333 0.43           0.6015         2.32475        0.08326        5.8092         15.56          0.04299        0.5402         0.5897         0.5402         15.56          
641      bat        0.0001125      0.43           0.6015         2.32529        0.08326        5.8094         15.56          0.04299        0.5425         0.5902         0.5425         15.56          
642      bat        0.0001166666667 0.43           0.6015         2.32739        0.08326        5.8103         15.56          0.0416         0.526          0.5887         0.526          15.56          
643      bat        0.0001208333333 0.43           0.6015         2.3279         0.08326        5.8105         15.56          0.0416         0.5281         0.5891         0.5281         15.56          
644      bat        0.000125       0.43           0.6015         2.32857        0.08187        5.8108         15.56          0.0416         0.5302         0.5893         0.5302         15.56          
645      bat        0.0001291666667 0.43           0.6015         2.3294         0.08187        5.811          15.56          0.0416         0.5323         0.5895         0.5323         15.56          
646      bat        0.0001333333333 0.43           0.6015         2.33022        0.08187        5.8113         15.56          0.0416         0.5343         0.5896         0.5343         15.56          
647      bat        0.0001375      0.43           0.6015         2.33104        0.08187        5.8116         15.56          0.0416         0.5362         0.5897         0.5362         15.56          
648      bat        0.0001416666667 0.43           0.6015         2.33184        0.08187        5.8119         15.56          0.0416         0.5382         0.5897         0.5382         15.56          
649      bat        0.0001458333333 0.43           0.6015         2.33263        0.08187        5.8122         15.56          0.0416         0.5401         0.5897         0.5401         15.56          
650      bat        0.00015        0.43           0.6015         2.33341        0.08187        5.8125         15.56          0.0416         0.5419         0.5896         0.5419         15.56          
651      bat        0.0001         0.44           0.6015         2.31932        0.08326        5.7937         15.56          0.04299        0.5354         0.5786         0.5354         15.56          
652      bat        0.0001041666667 0.44           0.6015         2.31994        0.08326        5.7939         15.56          0.04299        0.5378         0.5792         0.5378         15.56          
653      bat        0.0001083333333 0.44           0.6015         2.32229        0.08326        5.7947         15.56          0.04299        0.5402         0.578          0.5402         15.56          
654      bat        0.0001125      0.44           0.6015         2.32289        0.08326        5.7949         15.56          0.04299        0.5425         0.5785         0.5425         15.56          
655      bat        0.0001166666667 0.44           0.6015         2.32349        0.08326        5.7952         15.56          0.04299        0.5448         0.5789         0.5448         15.56          
656      bat        0.0001208333333 0.44           0.6015         2.32409        0.08326        5.7954         15.56          0.04299        0.547          0.5792         0.547          15.56          
657      bat        0.000125       0.44           0.6015         2.32625        0.08326        5.7963         15.56          0.0416         0.5302         0.5776         0.5302         15.56          
658      bat        0.0001291666667 0.44           0.6015         2.32681        0.08326        5.7965         15.56          0.0416         0.5323         0.5778         0.5323         15.56          
659      bat        0.0001333333333 0.44           0.6015         2.32764        0.08187        5.7968         15.56          0.0416         0.5343         0.578          0.5343         15.56          
660      bat        0.0001375      0.44           0.6015         2.32851        0.08187        5.7971         15.56          0.0416         0.5362         0.5781         0.5362         15.56          
661      bat        0.0001416666667 0.44           0.6015         2.32938        0.08187        5.7974         15.56          0.0416         0.5382         0.5781         0.5382         15.56          
662      bat        0.0001458333333 0.44           0.6015         2.33023        0.08187        5.7977         15.56          0.0416         0.5401         0.5781         0.5401         15.56          
663      bat        0.00015        0.44           0.6015         2.33107        0.08187        5.798          15.56          0.0416         0.5419         0.578          0.5419         15.56          
664      bat        0.0001         0.45           0.6015         2.31542        0.08465        5.7784         15.56          0.04437        0.5518         0.5684         0.5518         15.56          
665      bat        0.0001041666667 0.45           0.6015         2.31736        0.08465        5.7793         15.56          0.04299        0.5378         0.5672         0.5378         15.56          
666      bat        0.0001083333333 0.45           0.6015         2.31796        0.08326        5.7795         15.56          0.04299        0.5402         0.5678         0.5402         15.56          
667      bat        0.0001125      0.45           0.6015         2.31864        0.08326        5.7797         15.56          0.04299        0.5425         0.5684         0.5425         15.56          
668      bat        0.0001166666667 0.45           0.6015         2.32106        0.08326        5.7805         15.56          0.04299        0.5448         0.5669         0.5448         15.56          
669      bat        0.0001208333333 0.45           0.6015         2.32172        0.08326        5.7808         15.56          0.04299        0.547          0.5673         0.547          15.56          
670      bat        0.000125       0.45           0.6015         2.32237        0.08326        5.781          15.56          0.04299        0.5492         0.5676         0.5492         15.56          
671      bat        0.0001291666667 0.45           0.6015         2.32302        0.08326        5.7813         15.56          0.04299        0.5513         0.5678         0.5513         15.56          
672      bat        0.0001333333333 0.45           0.6015         2.32366        0.08326        5.7816         15.56          0.04299        0.5515         0.568          0.5515         15.56          
673      bat        0.0001375      0.45           0.6015         2.3243         0.08326        5.7818         15.56          0.0416         0.5362         0.5682         0.5362         15.56          
674      bat        0.0001416666667 0.45           0.6015         2.32502        0.08187        5.7821         15.56          0.0416         0.5382         0.5682         0.5382         15.56          
675      bat        0.0001458333333 0.45           0.6015         2.32597        0.08187        5.7824         15.56          0.0416         0.5401         0.5682         0.5401         15.56          
676      bat        0.00015        0.45           0.6015         2.3269         0.08187        5.7827         15.56          0.0416         0.5419         0.5682         0.5419         15.56          
677      bat        0.0001         0.33           0.6096666667   2.35349        0.08049        5.9406         15.56          0.04021        0.4985         0.6826         0.4985         15.56          
678      bat        0.0001041666667 0.33           0.6096666667   2.35401        0.08049        5.9408         15.56          0.03882        0.482          0.6129         0.482          15.56          
679      bat        0.0001083333333 0.33           0.6096666667   2.35452        0.08049        5.9411         15.56          0.03882        0.4841         0.6834         0.4841         15.56          
680      bat        0.0001125      0.33           0.6096666667   2.35502        0.08049        5.9413         15.56          0.03882        0.4862         0.6836         0.4862         15.56          
681      bat        0.0001166666667 0.33           0.6096666667   2.35679        0.0791         5.942          15.56          0.03882        0.4882         0.6818         0.4882         15.56          
682      bat        0.0001208333333 0.33           0.6096666667   2.35758        0.0791         5.9422         15.56          0.03882        0.4901         0.6819         0.4901         15.56          
683      bat        0.000125       0.33           0.6096666667   2.35835        0.0791         5.9425         15.56          0.03882        0.4921         0.6819         0.4921         15.56          
684      bat        0.0001291666667 0.33           0.6096666667   2.35912        0.0791         5.9427         15.56          0.03882        0.4939         0.6819         0.4939         15.56          
685      bat        0.0001333333333 0.33           0.6096666667   2.35987        0.0791         5.943          15.56          0.03882        0.4958         0.6818         0.4958         15.56          
686      bat        0.0001375      0.33           0.6096666667   2.3606         0.0791         5.9432         15.56          0.03882        0.4976         0.6817         0.4976         15.56          
687      bat        0.0001416666667 0.33           0.6096666667   2.35996        0.0791         5.943          15.56          0.03882        0.4993         0.6836         0.4993         15.56          
688      bat        0.0001458333333 0.33           0.6096666667   2.36069        0.0791         5.9433         15.56          0.03743        0.4814         0.6133         0.4814         15.56          
689      bat        0.00015        0.33           0.6096666667   2.36141        0.0791         5.9436         15.56          0.03743        0.4831         0.683          0.4831         15.56          
690      bat        0.0001         0.34           0.6096666667   2.35099        0.08049        5.9274         15.56          0.04021        0.4985         0.6728         0.4985         15.56          
691      bat        0.0001041666667 0.34           0.6096666667   2.35157        0.08049        5.9276         15.56          0.04021        0.5007         0.6732         0.5007         15.56          
692      bat        0.0001083333333 0.34           0.6096666667   2.35215        0.08049        5.9278         15.56          0.04021        0.5029         0.6735         0.5029         15.56          
693      bat        0.0001125      0.34           0.6096666667   2.35271        0.08049        5.928          15.56          0.03882        0.4862         0.6058         0.4862         15.56          
694      bat        0.0001166666667 0.34           0.6096666667   2.35327        0.08049        5.9283         15.56          0.03882        0.4882         0.674          0.4882         15.56          
695      bat        0.0001208333333 0.34           0.6096666667   2.35512        0.08049        5.929          15.56          0.03882        0.4901         0.6721         0.4901         15.56          
696      bat        0.000125       0.34           0.6096666667   2.35571        0.0791         5.9293         15.56          0.03882        0.4921         0.6722         0.4921         15.56          
697      bat        0.0001291666667 0.34           0.6096666667   2.35654        0.0791         5.9295         15.56          0.03882        0.4939         0.6722         0.4939         15.56          
698      bat        0.0001333333333 0.34           0.6096666667   2.35736        0.0791         5.9298         15.56          0.03882        0.4958         0.6721         0.4958         15.56          
699      bat        0.0001375      0.34           0.6096666667   2.35815        0.0791         5.93           15.56          0.03882        0.4976         0.672          0.4976         15.56          
700      bat        0.0001416666667 0.34           0.6096666667   2.3575         0.0791         5.9298         15.56          0.03882        0.4993         0.6739         0.4993         15.56          
701      bat        0.0001458333333 0.34           0.6096666667   2.3583         0.0791         5.9301         15.56          0.03882        0.5011         0.6737         0.5011         15.56          
702      bat        0.00015        0.34           0.6096666667   2.35908        0.0791         5.9304         15.56          0.03882        0.5028         0.6734         0.5028         15.56          
703      bat        0.0001         0.35           0.6096666667   2.34837        0.08049        5.9141         15.56          0.04021        0.4985         0.6627         0.4985         15.56          
704      bat        0.0001041666667 0.35           0.6096666667   2.34901        0.08049        5.9143         15.56          0.04021        0.5007         0.6631         0.5007         15.56          
705      bat        0.0001083333333 0.35           0.6096666667   2.34965        0.08049        5.9145         15.56          0.04021        0.5029         0.6635         0.5029         15.56          
706      bat        0.0001125      0.35           0.6096666667   2.35027        0.08049        5.9147         15.56          0.04021        0.505          0.6638         0.505          15.56          
707      bat        0.0001166666667 0.35           0.6096666667   2.3509         0.08049        5.9149         15.56          0.04021        0.5071         0.664          0.5071         15.56          
708      bat        0.0001208333333 0.35           0.6096666667   2.35151        0.08049        5.9151         15.56          0.03882        0.4901         0.5981         0.4901         15.56          
709      bat        0.000125       0.35           0.6096666667   2.35212        0.08049        5.9154         15.56          0.03882        0.4921         0.6642         0.4921         15.56          
710      bat        0.0001291666667 0.35           0.6096666667   2.35271        0.08049        5.9156         15.56          0.03882        0.4939         0.6642         0.4939         15.56          
711      bat        0.0001333333333 0.35           0.6096666667   2.35329        0.08049        5.9159         15.56          0.03882        0.4958         0.6642         0.4958         15.56          
712      bat        0.0001375      0.35           0.6096666667   2.35404        0.0791         5.9162         15.56          0.03882        0.4976         0.6641         0.4976         15.56          
713      bat        0.0001416666667 0.35           0.6096666667   2.35492        0.0791         5.9165         15.56          0.03882        0.4993         0.664          0.4993         15.56          
714      bat        0.0001458333333 0.35           0.6096666667   2.35578        0.0791         5.9167         15.56          0.03882        0.5011         0.6638         0.5011         15.56          
715      bat        0.00015        0.35           0.6096666667   2.35663        0.0791         5.917          15.56          0.03882        0.5028         0.6635         0.5028         15.56          
716      bat        0.0001         0.36           0.6096666667   2.34453        0.08187        5.9001         15.56          0.04021        0.4985         0.6543         0.4985         15.56          
717      bat        0.0001041666667 0.36           0.6096666667   2.34632        0.08049        5.9008         15.56          0.04021        0.5007         0.6528         0.5007         15.56          
718      bat        0.0001083333333 0.36           0.6096666667   2.34703        0.08049        5.901          15.56          0.04021        0.5029         0.6532         0.5029         15.56          
719      bat        0.0001125      0.36           0.6096666667   2.34772        0.08049        5.9012         15.56          0.04021        0.505          0.6535         0.505          15.56          
720      bat        0.0001166666667 0.36           0.6096666667   2.3484         0.08049        5.9015         15.56          0.04021        0.5071         0.6538         0.5071         15.56          
721      bat        0.0001208333333 0.36           0.6096666667   2.34909        0.08049        5.9017         15.56          0.04021        0.5092         0.6539         0.5092         15.56          
722      bat        0.000125       0.36           0.6096666667   2.34976        0.08049        5.9019         15.56          0.04021        0.5112         0.654          0.5112         15.56          
723      bat        0.0001291666667 0.36           0.6096666667   2.35041        0.08049        5.9022         15.56          0.03882        0.4939         0.59           0.4939         15.56          
724      bat        0.0001333333333 0.36           0.6096666667   2.35106        0.08049        5.9025         15.56          0.03882        0.4958         0.6541         0.4958         15.56          
725      bat        0.0001375      0.36           0.6096666667   2.35169        0.08049        5.9027         15.56          0.03882        0.4976         0.654          0.4976         15.56          
726      bat        0.0001416666667 0.36           0.6096666667   2.35231        0.08049        5.903          15.56          0.03882        0.4993         0.6539         0.4993         15.56          
727      bat        0.0001458333333 0.36           0.6096666667   2.35315        0.0791         5.9033         15.56          0.03882        0.5011         0.6537         0.5011         15.56          
728      bat        0.00015        0.36           0.6096666667   2.35406        0.0791         5.9036         15.56          0.03882        0.5028         0.6535         0.5028         15.56          
729      bat        0.0001         0.37           0.6096666667   2.3422         0.08187        5.8865         15.56          0.04021        0.4985         0.5816         0.4985         15.56          
730      bat        0.0001041666667 0.37           0.6096666667   2.34266        0.08187        5.8867         15.56          0.04021        0.5007         0.6443         0.5007         15.56          
731      bat        0.0001083333333 0.37           0.6096666667   2.34449        0.08187        5.8875         15.56          0.04021        0.5029         0.6427         0.5029         15.56          
732      bat        0.0001125      0.37           0.6096666667   2.34505        0.08049        5.8877         15.56          0.04021        0.505          0.6431         0.505          15.56          
733      bat        0.0001166666667 0.37           0.6096666667   2.3458         0.08049        5.8879         15.56          0.04021        0.5071         0.6433         0.5071         15.56          
734      bat        0.0001208333333 0.37           0.6096666667   2.34654        0.08049        5.8881         15.56          0.04021        0.5092         0.6435         0.5092         15.56          
735      bat        0.000125       0.37           0.6096666667   2.34728        0.08049        5.8884         15.56          0.04021        0.5112         0.6437         0.5112         15.56          
736      bat        0.0001291666667 0.37           0.6096666667   2.348          0.08049        5.8886         15.56          0.04021        0.5132         0.6437         0.5132         15.56          
737      bat        0.0001333333333 0.37           0.6096666667   2.34871        0.08049        5.8889         15.56          0.04021        0.5151         0.6437         0.5151         15.56          
738      bat        0.0001375      0.37           0.6096666667   2.3494         0.08049        5.8892         15.56          0.03882        0.4976         0.5814         0.4976         15.56          
739      bat        0.0001416666667 0.37           0.6096666667   2.35009        0.08049        5.8895         15.56          0.03882        0.4993         0.6436         0.4993         15.56          
740      bat        0.0001458333333 0.37           0.6096666667   2.35076        0.08049        5.8898         15.56          0.03882        0.5011         0.6434         0.5011         15.56          
741      bat        0.00015        0.37           0.6096666667   2.35142        0.08049        5.89           15.56          0.03882        0.5028         0.6432         0.5028         15.56          
742      bat        0.0001         0.38           0.6096666667   2.33975        0.08187        5.8728         15.56          0.0416         0.517          0.633          0.517          15.56          
743      bat        0.0001041666667 0.38           0.6096666667   2.34026        0.08187        5.873          15.56          0.0416         0.5193         0.6335         0.5193         15.56          
744      bat        0.0001083333333 0.38           0.6096666667   2.34078        0.08187        5.8732         15.56          0.04021        0.5029         0.574          0.5029         15.56          
745      bat        0.0001125      0.38           0.6096666667   2.34271        0.08187        5.874          15.56          0.04021        0.505          0.6324         0.505          15.56          
746      bat        0.0001166666667 0.38           0.6096666667   2.34319        0.08187        5.8742         15.56          0.04021        0.5071         0.6327         0.5071         15.56          
747      bat        0.0001208333333 0.38           0.6096666667   2.34388        0.08049        5.8745         15.56          0.04021        0.5092         0.6329         0.5092         15.56          
748      bat        0.000125       0.38           0.6096666667   2.34468        0.08049        5.8747         15.56          0.04021        0.5112         0.633          0.5112         15.56          
749      bat        0.0001291666667 0.38           0.6096666667   2.34546        0.08049        5.875          15.56          0.04021        0.5132         0.6331         0.5132         15.56          
750      bat        0.0001333333333 0.38           0.6096666667   2.34624        0.08049        5.8752         15.56          0.04021        0.5151         0.6332         0.5151         15.56          
751      bat        0.0001375      0.38           0.6096666667   2.347          0.08049        5.8755         15.56          0.04021        0.517          0.6331         0.517          15.56          
752      bat        0.0001416666667 0.38           0.6096666667   2.34775        0.08049        5.8758         15.56          0.04021        0.5188         0.633          0.5188         15.56          
753      bat        0.0001458333333 0.38           0.6096666667   2.34848        0.08049        5.8761         15.56          0.03882        0.5011         0.5724         0.5011         15.56          
754      bat        0.00015        0.38           0.6096666667   2.3492         0.08049        5.8764         15.56          0.03882        0.5028         0.6327         0.5028         15.56          
755      bat        0.0001         0.39           0.6096666667   2.33556        0.08187        5.8584         15.56          0.0416         0.517          0.624          0.517          15.56          
756      bat        0.0001041666667 0.39           0.6096666667   2.33775        0.08187        5.8592         15.56          0.0416         0.5193         0.6226         0.5193         15.56          
757      bat        0.0001083333333 0.39           0.6096666667   2.33833        0.08187        5.8594         15.56          0.0416         0.5216         0.6231         0.5216         15.56          
758      bat        0.0001125      0.39           0.6096666667   2.33891        0.08187        5.8596         15.56          0.0416         0.5238         0.6234         0.5238         15.56          
759      bat        0.0001166666667 0.39           0.6096666667   2.33948        0.08187        5.8599         15.56          0.04021        0.5071         0.5659         0.5071         15.56          
760      bat        0.0001208333333 0.39           0.6096666667   2.34147        0.08187        5.8607         15.56          0.04021        0.5092         0.622          0.5092         15.56          
761      bat        0.000125       0.39           0.6096666667   2.342          0.08187        5.8609         15.56          0.04021        0.5112         0.6222         0.5112         15.56          
762      bat        0.0001291666667 0.39           0.6096666667   2.34282        0.08049        5.8612         15.56          0.04021        0.5132         0.6223         0.5132         15.56          
763      bat        0.0001333333333 0.39           0.6096666667   2.34365        0.08049        5.8614         15.56          0.04021        0.5151         0.6224         0.5151         15.56          
764      bat        0.0001375      0.39           0.6096666667   2.34448        0.08049        5.8617         15.56          0.04021        0.517          0.6223         0.517          15.56          
765      bat        0.0001416666667 0.39           0.6096666667   2.34529        0.08049        5.862          15.56          0.04021        0.5188         0.6223         0.5188         15.56          
766      bat        0.0001458333333 0.39           0.6096666667   2.3461         0.08049        5.8623         15.56          0.04021        0.5206         0.6221         0.5206         15.56          
767      bat        0.00015        0.39           0.6096666667   2.34687        0.08049        5.8626         15.56          0.04021        0.5224         0.622          0.5224         15.56          
768      bat        0.0001         0.4            0.6096666667   2.3329         0.08326        5.8445         15.56          0.0416         0.517          0.6128         0.517          15.56          
769      bat        0.0001041666667 0.4            0.6096666667   2.33347        0.08187        5.8447         15.56          0.0416         0.5193         0.6133         0.5193         15.56          
770      bat        0.0001083333333 0.4            0.6096666667   2.33577        0.08187        5.8455         15.56          0.0416         0.5216         0.6119         0.5216         15.56          
771      bat        0.0001125      0.4            0.6096666667   2.33641        0.08187        5.8457         15.56          0.0416         0.5238         0.6123         0.5238         15.56          
772      bat        0.0001166666667 0.4            0.6096666667   2.33705        0.08187        5.8459         15.56          0.0416         0.526          0.6126         0.526          15.56          
773      bat        0.0001208333333 0.4            0.6096666667   2.33768        0.08187        5.8462         15.56          0.0416         0.5281         0.6129         0.5281         15.56          
774      bat        0.000125       0.4            0.6096666667   2.3383         0.08187        5.8464         15.56          0.04021        0.5112         0.5573         0.5112         15.56          
775      bat        0.0001291666667 0.4            0.6096666667   2.33891        0.08187        5.8467         15.56          0.04021        0.5132         0.6132         0.5132         15.56          
776      bat        0.0001333333333 0.4            0.6096666667   2.33952        0.08187        5.847          15.56          0.04021        0.5151         0.6133         0.5151         15.56          
777      bat        0.0001375      0.4            0.6096666667   2.34018        0.08049        5.8472         15.56          0.04021        0.517          0.6133         0.517          15.56          
778      bat        0.0001416666667 0.4            0.6096666667   2.3411         0.08049        5.8475         15.56          0.04021        0.5188         0.6133         0.5188         15.56          
779      bat        0.0001458333333 0.4            0.6096666667   2.34199        0.08049        5.8478         15.56          0.04021        0.5206         0.6132         0.5206         15.56          
780      bat        0.00015        0.4            0.6096666667   2.34287        0.08049        5.8481         15.56          0.04021        0.5224         0.613          0.5224         15.56          
781      bat        0.0001         0.41           0.6096666667   2.33061        0.08326        5.8305         15.56          0.0416         0.517          0.6013         0.517          15.56          
782      bat        0.0001041666667 0.41           0.6096666667   2.33101        0.08326        5.8306         15.56          0.0416         0.5193         0.6019         0.5193         15.56          
783      bat        0.0001083333333 0.41           0.6096666667   2.33141        0.08326        5.8309         15.56          0.0416         0.5216         0.6024         0.5216         15.56          
784      bat        0.0001125      0.41           0.6096666667   2.33212        0.08187        5.8311         15.56          0.0416         0.5238         0.6028         0.5238         15.56          
785      bat        0.0001166666667 0.41           0.6096666667   2.3345         0.08187        5.8319         15.56          0.0416         0.526          0.6013         0.526          15.56          
786      bat        0.0001208333333 0.41           0.6096666667   2.33519        0.08187        5.8321         15.56          0.0416         0.5281         0.6016         0.5281         15.56          
787      bat        0.000125       0.41           0.6096666667   2.33587        0.08187        5.8324         15.56          0.0416         0.5302         0.6018         0.5302         15.56          
788      bat        0.0001291666667 0.41           0.6096666667   2.33655        0.08187        5.8326         15.56          0.0416         0.5323         0.6019         0.5323         15.56          
789      bat        0.0001333333333 0.41           0.6096666667   2.33721        0.08187        5.8329         15.56          0.04021        0.5151         0.5482         0.5151         15.56          
790      bat        0.0001375      0.41           0.6096666667   2.33787        0.08187        5.8332         15.56          0.04021        0.517          0.602          0.517          15.56          
791      bat        0.0001416666667 0.41           0.6096666667   2.33852        0.08187        5.8335         15.56          0.04021        0.5188         0.602          0.5188         15.56          
792      bat        0.0001458333333 0.41           0.6096666667   2.33929        0.08049        5.8338         15.56          0.04021        0.5206         0.6019         0.5206         15.56          
793      bat        0.00015        0.41           0.6096666667   2.34024        0.08049        5.8341         15.56          0.04021        0.5224         0.6018         0.5224         15.56          
794      bat        0.0001         0.42           0.6096666667   2.32663        0.08326        5.8157         15.56          0.04299        0.5354         0.5915         0.5354         15.56          
795      bat        0.0001041666667 0.42           0.6096666667   2.32711        0.08326        5.8159         15.56          0.04299        0.5378         0.5921         0.5378         15.56          
796      bat        0.0001083333333 0.42           0.6096666667   2.32913        0.08326        5.8167         15.56          0.0416         0.5216         0.5908         0.5216         15.56          
797      bat        0.0001125      0.42           0.6096666667   2.32959        0.08326        5.8169         15.56          0.0416         0.5238         0.5912         0.5238         15.56          
798      bat        0.0001166666667 0.42           0.6096666667   2.33011        0.08187        5.8171         15.56          0.0416         0.526          0.5916         0.526          15.56          
799      bat        0.0001208333333 0.42           0.6096666667   2.3309         0.08187        5.8174         15.56          0.0416         0.5281         0.5919         0.5281         15.56          
800      bat        0.000125       0.42           0.6096666667   2.33168        0.08187        5.8176         15.56          0.0416         0.5302         0.5921         0.5302         15.56          
801      bat        0.0001291666667 0.42           0.6096666667   2.33407        0.08187        5.8185         15.56          0.0416         0.5323         0.5904         0.5323         15.56          
802      bat        0.0001333333333 0.42           0.6096666667   2.3348         0.08187        5.8187         15.56          0.0416         0.5343         0.5905         0.5343         15.56          
803      bat        0.0001375      0.42           0.6096666667   2.33552        0.08187        5.819          15.56          0.0416         0.5362         0.5905         0.5362         15.56          
804      bat        0.0001416666667 0.42           0.6096666667   2.33623        0.08187        5.8193         15.56          0.04021        0.5188         0.5386         0.5188         15.56          
805      bat        0.0001458333333 0.42           0.6096666667   2.33693        0.08187        5.8196         15.56          0.04021        0.5206         0.5905         0.5206         15.56          
806      bat        0.00015        0.42           0.6096666667   2.33762        0.08187        5.8199         15.56          0.04021        0.5224         0.5904         0.5224         15.56          
807      bat        0.0001         0.43           0.6096666667   2.32415        0.08326        5.8014         15.56          0.04299        0.5354         0.5799         0.5354         15.56          
808      bat        0.0001041666667 0.43           0.6096666667   2.32468        0.08326        5.8016         15.56          0.04299        0.5378         0.5805         0.5378         15.56          
809      bat        0.0001083333333 0.43           0.6096666667   2.32523        0.08326        5.8018         15.56          0.04299        0.5402         0.5811         0.5402         15.56          
810      bat        0.0001125      0.43           0.6096666667   2.32577        0.08326        5.802          15.56          0.04299        0.5425         0.5816         0.5425         15.56          
811      bat        0.0001166666667 0.43           0.6096666667   2.32786        0.08326        5.8028         15.56          0.0416         0.526          0.5801         0.526          15.56          
812      bat        0.0001208333333 0.43           0.6096666667   2.32837        0.08326        5.8031         15.56          0.0416         0.5281         0.5804         0.5281         15.56          
813      bat        0.000125       0.43           0.6096666667   2.32905        0.08187        5.8033         15.56          0.0416         0.5302         0.5807         0.5302         15.56          
814      bat        0.0001291666667 0.43           0.6096666667   2.32988        0.08187        5.8036         15.56          0.0416         0.5323         0.5808         0.5323         15.56          
815      bat        0.0001333333333 0.43           0.6096666667   2.33071        0.08187        5.8039         15.56          0.0416         0.5343         0.581          0.5343         15.56          
816      bat        0.0001375      0.43           0.6096666667   2.33152        0.08187        5.8042         15.56          0.0416         0.5362         0.5811         0.5362         15.56          
817      bat        0.0001416666667 0.43           0.6096666667   2.33232        0.08187        5.8045         15.56          0.0416         0.5382         0.5811         0.5382         15.56          
818      bat        0.0001458333333 0.43           0.6096666667   2.33312        0.08187        5.8047         15.56          0.0416         0.5401         0.581          0.5401         15.56          
819      bat        0.00015        0.43           0.6096666667   2.33389        0.08187        5.8051         15.56          0.0416         0.5419         0.581          0.5419         15.56          
820      bat        0.0001         0.44           0.6096666667   2.31982        0.08326        5.7864         15.56          0.04299        0.5354         0.57           0.5354         15.56          
821      bat        0.0001041666667 0.44           0.6096666667   2.32044        0.08326        5.7866         15.56          0.04299        0.5378         0.5707         0.5378         15.56          
822      bat        0.0001083333333 0.44           0.6096666667   2.32279        0.08326        5.7874         15.56          0.04299        0.5402         0.5694         0.5402         15.56          
823      bat        0.0001125      0.44           0.6096666667   2.32339        0.08326        5.7876         15.56          0.04299        0.5425         0.5699         0.5425         15.56          
824      bat        0.0001166666667 0.44           0.6096666667   2.32399        0.08326        5.7878         15.56          0.04299        0.5448         0.5703         0.5448         15.56          
825      bat        0.0001208333333 0.44           0.6096666667   2.32459        0.08326        5.7881         15.56          0.04299        0.547          0.5706         0.547          15.56          
826      bat        0.000125       0.44           0.6096666667   2.32674        0.08326        5.7889         15.56          0.0416         0.5302         0.569          0.5302         15.56          
827      bat        0.0001291666667 0.44           0.6096666667   2.3273         0.08326        5.7892         15.56          0.0416         0.5323         0.5693         0.5323         15.56          
828      bat        0.0001333333333 0.44           0.6096666667   2.32814        0.08187        5.7895         15.56          0.0416         0.5343         0.5694         0.5343         15.56          
829      bat        0.0001375      0.44           0.6096666667   2.32901        0.08187        5.7898         15.56          0.0416         0.5362         0.5695         0.5362         15.56          
830      bat        0.0001416666667 0.44           0.6096666667   2.32987        0.08187        5.7901         15.56          0.0416         0.5382         0.5695         0.5382         15.56          
831      bat        0.0001458333333 0.44           0.6096666667   2.33072        0.08187        5.7904         15.56          0.0416         0.5401         0.5695         0.5401         15.56          
832      bat        0.00015        0.44           0.6096666667   2.33156        0.08187        5.7907         15.56          0.0416         0.5419         0.5695         0.5419         15.56          
833      bat        0.0001         0.45           0.6096666667   2.31593        0.08465        5.7712         15.56          0.04437        0.5518         0.5599         0.5518         15.56          
834      bat        0.0001041666667 0.45           0.6096666667   2.31786        0.08465        5.772          15.56          0.04299        0.5378         0.5587         0.5378         15.56          
835      bat        0.0001083333333 0.45           0.6096666667   2.31847        0.08326        5.7722         15.56          0.04299        0.5402         0.5593         0.5402         15.56          
836      bat        0.0001125      0.45           0.6096666667   2.31916        0.08326        5.7724         15.56          0.04299        0.5425         0.5599         0.5425         15.56          
837      bat        0.0001166666667 0.45           0.6096666667   2.32157        0.08326        5.7733         15.56          0.04299        0.5448         0.5584         0.5448         15.56          
838      bat        0.0001208333333 0.45           0.6096666667   2.32223        0.08326        5.7735         15.56          0.04299        0.547          0.5588         0.547          15.56          
839      bat        0.000125       0.45           0.6096666667   2.32288        0.08326        5.7738         15.56          0.04299        0.5492         0.5591         0.5492         15.56          
840      bat        0.0001291666667 0.45           0.6096666667   2.32352        0.08326        5.7741         15.56          0.04299        0.5513         0.5593         0.5513         15.56          
841      bat        0.0001333333333 0.45           0.6096666667   2.32417        0.08326        5.7743         15.56          0.04299        0.5515         0.5595         0.5515         15.56          
842      bat        0.0001375      0.45           0.6096666667   2.3248         0.08326        5.7746         15.56          0.0416         0.5362         0.5596         0.5362         15.56          
843      bat        0.0001416666667 0.45           0.6096666667   2.32554        0.08187        5.7749         15.56          0.0416         0.5382         0.5597         0.5382         15.56          
844      bat        0.0001458333333 0.45           0.6096666667   2.32648        0.08187        5.7752         15.56          0.0416         0.5401         0.5597         0.5401         15.56          
845      bat        0.00015        0.45           0.6096666667   2.32741        0.08187        5.7755         15.56          0.0416         0.5419         0.5597         0.5419         15.56          
846      bat        0.0001         0.33           0.6178333333   2.35375        0.08049        5.9323         15.56          0.04021        0.4985         0.6733         0.4985         15.56          
847      bat        0.0001041666667 0.33           0.6178333333   2.35426        0.08049        5.9325         15.56          0.03882        0.482          0.6039         0.482          15.56          
