%eval_id interface pd             po             co             fa             kd             tc             response_fn_1  response_fn_2  response_fn_3  response_fn_4  response_fn_5  response_fn_6  response_fn_7  response_fn_8  response_fn_9  
514      bat        0.0002666666667 0.235          5000           0.577          44.5           1              7305.40137     0.39715        295.6051       15.56          0.05132        0.3988         35.1301        0.3988         15.56          
515      bat        0.0004333333333 0.235          5000           0.577          44.5           1              7304.7627      0.39715        295.6051       15.56          0.04993        0.3709         35.1314        0.3709         15.56          
516      bat        0.0006         0.235          5000           0.577          44.5           1              7304.11816     0.39715        295.6051       15.56          0.04993        0.3735         35.1311        0.3735         15.56          
517      bat        0.0001         0.273          5000           0.577          44.5           1              7280.91504     0.39993        294.6451       15.56          0.05132        0.3895         34.8105        0.3895         15.56          
518      bat        0.0002666666667 0.273          5000           0.577          44.5           1              7285.26855     0.39854        294.6451       15.56          0.05132        0.3988         34.8105        0.3988         15.56          
519      bat        0.0004333333333 0.273          5000           0.577          44.5           1              7284.75586     0.39854        294.6451       15.56          0.05132        0.4035         34.812         0.4035         15.56          
520      bat        0.0006         0.273          5000           0.577          44.5           1              7284.12207     0.39854        294.6451       15.56          0.05132        0.4065         34.8117        0.4065         15.56          
521      bat        0.0001         0.311          5000           0.577          44.5           1              7260.07666     0.40132        293.6929       15.56          0.05132        0.3895         34.4725        0.3895         15.56          
522      bat        0.0002666666667 0.311          5000           0.577          44.5           1              7263.60693     0.39993        293.6929       15.56          0.05132        0.3988         34.4728        0.3988         15.56          
523      bat        0.0004333333333 0.311          5000           0.577          44.5           1              7263.87354     0.39993        293.6929       15.56          0.05132        0.4035         34.4745        0.4035         15.56          
524      bat        0.0006         0.311          5000           0.577          44.5           1              7263.24316     0.39993        293.6929       15.56          0.05132        0.4065         34.4743        0.4065         15.56          
525      bat        0.0001         0.349          5000           0.577          44.5           1              7239.08691     0.40271        292.7023       15.56          0.05271        0.422          34.1182        0.422          15.56          
526      bat        0.0002666666667 0.349          5000           0.577          44.5           1              7239.53418     0.40132        292.7025       15.56          0.05132        0.3988         34.1154        0.3988         15.56          
527      bat        0.0004333333333 0.349          5000           0.577          44.5           1              7241.2959      0.40132        292.7024       15.56          0.05132        0.4035         34.1172        0.4035         15.56          
528      bat        0.0006         0.349          5000           0.577          44.5           1              7241.61572     0.40132        292.7024       15.56          0.05132        0.4065         34.1171        0.4065         15.56          
529      bat        0.0001         0.235          8333.333333    0.577          44.5           1              7018.62598     0.42215        282.6694       15.56          0.06104        0.6637         30.6846        0.6637         15.56          
530      bat        0.0002666666667 0.235          8333.333333    0.577          44.5           1              7021.45557     0.42076        282.6693       15.56          0.05965        0.6407         30.6859        0.6407         15.56          
531      bat        0.0004333333333 0.235          8333.333333    0.577          44.5           1              7020.25488     0.42076        282.6691       15.56          0.05965        0.6526         30.6885        0.6526         15.56          
532      bat        0.0006         0.235          8333.333333    0.577          44.5           1              7019.15869     0.42076        282.6693       15.56          0.05965        0.6607         30.6866        0.6607         15.56          
533      bat        0.0001         0.273          8333.333333    0.577          44.5           1              6997.18213     0.42354        281.5982       15.56          0.06104        0.6637         30.312         0.6637         15.56          
534      bat        0.0002666666667 0.273          8333.333333    0.577          44.5           1              6997.40918     0.42215        281.5982       15.56          0.05965        0.6407         30.3092        0.6407         15.56          
535      bat        0.0004333333333 0.273          8333.333333    0.577          44.5           1              6998.30957     0.42215        281.5982       15.56          0.05965        0.6526         30.3122        0.6526         15.56          
536      bat        0.0006         0.273          8333.333333    0.577          44.5           1              6997.18457     0.42215        281.5982       15.56          0.05965        0.6607         30.3105        0.6607         15.56          
537      bat        0.0001         0.311          8333.333333    0.577          44.5           1              6973.98193     0.42493        280.4715       15.56          0.06104        0.6637         29.9189        0.6637         15.56          
538      bat        0.0002666666667 0.311          8333.333333    0.577          44.5           1              6971.5166      0.42493        280.4717       15.56          0.06104        0.6902         29.917         0.6902         15.56          
539      bat        0.0004333333333 0.311          8333.333333    0.577          44.5           1              6972.396       0.42354        280.4718       15.56          0.05965        0.6526         29.9152        0.6526         15.56          
540      bat        0.0006         0.311          8333.333333    0.577          44.5           1              6973.97803     0.42354        280.4715       15.56          0.05965        0.6607         29.919         0.6607         15.56          
541      bat        0.0001         0.349          8333.333333    0.577          44.5           1              6945.4707      0.42771        279.286        15.56          0.06243        0.7122         29.4983        0.7122         15.56          
542      bat        0.0002666666667 0.349          8333.333333    0.577          44.5           1              6948.24463     0.42632        279.2859       15.56          0.06104        0.6902         29.5023        0.6902         15.56          
543      bat        0.0004333333333 0.349          8333.333333    0.577          44.5           1              6946.58447     0.42632        279.2859       15.56          0.06104        0.7039         29.501         0.7039         15.56          
544      bat        0.0006         0.349          8333.333333    0.577          44.5           1              6945.47363     0.42632        279.2859       15.56          0.06104        0.7132         29.4998        0.7132         15.56          
545      bat        0.0001         0.235          11666.66667    0.577          44.5           1              6813.2627      0.44021        273.0507       15.56          0.06799        0.9295         27.3994        0.9295         15.56          
546      bat        0.0002666666667 0.235          11666.66667    0.577          44.5           1              6814.83691     0.43882        273.0507       15.56          0.0666         0.9157         27.4042        0.9157         15.56          
547      bat        0.0004333333333 0.235          11666.66667    0.577          44.5           1              6812.7627      0.43882        273.0507       15.56          0.06521        0.8757         27.4024        0.8757         15.56          
548      bat        0.0006         0.235          11666.66667    0.577          44.5           1              6811.72119     0.43882        273.0507       15.56          0.06521        0.8897         27.4049        0.8897         15.56          
549      bat        0.0001         0.273          11666.66667    0.577          44.5           1              6791.07666     0.4416         271.8977       15.56          0.06799        0.9295         26.9906        0.9295         15.56          
550      bat        0.0002666666667 0.273          11666.66667    0.577          44.5           1              6788.9248      0.44021        271.8977       15.56          0.0666         0.9157         26.9906        0.9157         15.56          
551      bat        0.0004333333333 0.273          11666.66667    0.577          44.5           1              6790.52441     0.44021        271.8976       15.56          0.0666         0.939          26.9958        0.939          15.56          
552      bat        0.0006         0.273          11666.66667    0.577          44.5           1              6789.05322     0.44021        271.8978       15.56          0.0666         0.9549         26.9922        0.9549         15.56          
553      bat        0.0001         0.311          11666.66667    0.577          44.5           1              6762.53223     0.44438        270.6885       15.56          0.06799        0.9295         26.5598        0.9295         15.56          
554      bat        0.0002666666667 0.311          11666.66667    0.577          44.5           1              6763.54785     0.44299        270.6885       15.56          0.06799        0.9789         26.5612        0.9789         15.56          
555      bat        0.0004333333333 0.311          11666.66667    0.577          44.5           1              6762.32324     0.4416         270.6885       15.56          0.0666         0.939          26.5607        0.939          15.56          
556      bat        0.0006         0.311          11666.66667    0.577          44.5           1              6765.33105     0.4416         270.6886       15.56          0.0666         0.9549         26.5642        0.9549         15.56          
557      bat        0.0001         0.349          11666.66667    0.577          44.5           1              6738.56006     0.44576        269.4203       15.56          0.06938        0.9896         26.111         0.9896         15.56          
558      bat        0.0002666666667 0.349          11666.66667    0.577          44.5           1              6737.44678     0.44438        269.4203       15.56          0.06799        0.9789         26.1079        0.9789         15.56          
559      bat        0.0004333333333 0.349          11666.66667    0.577          44.5           1              6737.46729     0.44438        269.4204       15.56          0.06799        1.0052         26.1081        1.0052         15.56          
560      bat        0.0006         0.349          11666.66667    0.577          44.5           1              6736.479       0.44438        269.4203       15.56          0.0666         0.9549         26.1123        0.9549         15.56          
561      bat        0.0001         0.235          15000          0.577          44.5           1              6652.6001      0.45549        265.4596       15.56          0.07354        1.183          24.7863        1.183          15.56          
562      bat        0.0002666666667 0.235          15000          0.577          44.5           1              6652.62207     0.4541         265.4597       15.56          0.07215        1.1847         24.789         1.1847         15.56          
563      bat        0.0004333333333 0.235          15000          0.577          44.5           1              6655.02979     0.45271        265.4598       15.56          0.07076        1.1466         24.7885        1.1466         15.56          
564      bat        0.0006         0.235          15000          0.577          44.5           1              6653.60254     0.45271        265.4598       15.56          0.07076        1.1695         24.7899        1.1695         15.56          
565      bat        0.0001         0.273          15000          0.577          44.5           1              6630.33105     0.45687        264.264        15.56          0.07354        1.183          24.3586        1.183          15.56          
566      bat        0.0002666666667 0.273          15000          0.577          44.5           1              6629.96582     0.45549        264.2644       15.56          0.07215        1.1847         24.3565        1.1847         15.56          
567      bat        0.0004333333333 0.273          15000          0.577          44.5           1              6627.58008     0.45549        264.2643       15.56          0.07215        1.2216         24.3571        1.2216         15.56          
568      bat        0.0006         0.273          15000          0.577          44.5           1              6629.6084      0.4541         264.264        15.56          0.07076        1.1695         24.3593        1.1695         15.56          
569      bat        0.0001         0.311          15000          0.577          44.5           1              6602.29785     0.45965        263.0164       15.56          0.07493        1.2516         23.9012        1.2516         15.56          
570      bat        0.0002666666667 0.311          15000          0.577          44.5           1              6601.8501      0.45826        263.0165       15.56          0.07354        1.2585         23.9011        1.2585         15.56          
571      bat        0.0004333333333 0.311          15000          0.577          44.5           1              6604.19385     0.45687        263.0165       15.56          0.07215        1.2216         23.9028        1.2216         15.56          
572      bat        0.0006         0.311          15000          0.577          44.5           1              6602.80664     0.45687        263.0165       15.56          0.07215        1.2472         23.9058        1.2472         15.56          
573      bat        0.0001         0.349          15000          0.577          44.5           1              6574.95459     0.46104        261.7122       15.56          0.07493        1.2516         23.4257        1.2516         15.56          
574      bat        0.0002666666667 0.349          15000          0.577          44.5           1              6576.85059     0.45965        261.7123       15.56          0.07354        1.2585         23.4283        1.2585         15.56          
575      bat        0.0004333333333 0.349          15000          0.577          44.5           1              6575.27832     0.45965        261.7124       15.56          0.07215        1.2216         23.4235        1.2216         15.56          
576      bat        0.0006         0.349          15000          0.577          44.5           1              6574.95215     0.45826        261.7125       15.56          0.07215        1.2472         23.4273        1.2472         15.56          
577      bat        0.0001         0.235          5000           0.6096666667   44.5           1              7201.76758     0.40271        290.7876       15.56          0.05132        0.3895         33.4177        0.3895         15.56          
578      bat        0.0002666666667 0.235          5000           0.6096666667   44.5           1              7200.28613     0.40271        290.7876       15.56          0.05132        0.3988         33.4175        0.3988         15.56          
579      bat        0.0004333333333 0.235          5000           0.6096666667   44.5           1              7199.66504     0.40271        290.7876       15.56          0.04993        0.3709         33.4188        0.3709         15.56          
580      bat        0.0006         0.235          5000           0.6096666667   44.5           1              7199.04932     0.40271        290.7876       15.56          0.04993        0.3735         33.4184        0.3735         15.56          
581      bat        0.0001         0.273          5000           0.6096666667   44.5           1              7183.11084     0.4041         290.0043       15.56          0.05132        0.3895         33.116         0.3895         15.56          
582      bat        0.0002666666667 0.273          5000           0.6096666667   44.5           1              7181.45947     0.4041         290.0043       15.56          0.05132        0.3988         33.116         0.3988         15.56          
583      bat        0.0004333333333 0.273          5000           0.6096666667   44.5           1              7180.84473     0.4041         290.0043       15.56          0.05132        0.4035         33.1175        0.4035         15.56          
584      bat        0.0006         0.273          5000           0.6096666667   44.5           1              7180.229       0.4041         290.0043       15.56          0.05132        0.4065         33.1172        0.4065         15.56          
585      bat        0.0001         0.311          5000           0.6096666667   44.5           1              7163.09277     0.40549        289.0893       15.56          0.05132        0.3895         32.7971        0.3895         15.56          
586      bat        0.0002666666667 0.311          5000           0.6096666667   44.5           1              7161.82666     0.40549        289.0893       15.56          0.05132        0.3988         32.7974        0.3988         15.56          
587      bat        0.0004333333333 0.311          5000           0.6096666667   44.5           1              7161.21973     0.40549        289.0893       15.56          0.05132        0.4035         32.7991        0.4035         15.56          
588      bat        0.0006         0.311          5000           0.6096666667   44.5           1              7160.61035     0.40549        289.0893       15.56          0.05132        0.4065         32.7989        0.4065         15.56          
589      bat        0.0001         0.349          5000           0.6096666667   44.5           1              7139.20996     0.40688        288.0306       15.56          0.05271        0.422          32.4628        0.422          15.56          
590      bat        0.0002666666667 0.349          5000           0.6096666667   44.5           1              7141.32275     0.40688        288.0306       15.56          0.05132        0.3988         32.46          0.3988         15.56          
591      bat        0.0004333333333 0.349          5000           0.6096666667   44.5           1              7140.73291     0.40688        288.0306       15.56          0.05132        0.4035         32.4619        0.4035         15.56          
592      bat        0.0006         0.349          5000           0.6096666667   44.5           1              7140.12988     0.40688        288.0306       15.56          0.05132        0.4065         32.4618        0.4065         15.56          
593      bat        0.0001         0.235          8333.333333    0.6096666667   44.5           1              6935.40088     0.42632        278.6854       15.56          0.06104        0.6637         29.223         0.6637         15.56          
594      bat        0.0002666666667 0.235          8333.333333    0.6096666667   44.5           1              6932.6377      0.42632        278.6854       15.56          0.05965        0.6407         29.2244        0.6407         15.56          
595      bat        0.0004333333333 0.235          8333.333333    0.6096666667   44.5           1              6936.22412     0.42493        278.6853       15.56          0.05965        0.6526         29.227         0.6526         15.56          
596      bat        0.0006         0.235          8333.333333    0.6096666667   44.5           1              6935.9502      0.42493        278.6854       15.56          0.05965        0.6607         29.2251        0.6607         15.56          
597      bat        0.0001         0.273          8333.333333    0.6096666667   44.5           1              6915.00146     0.42771        277.6773       15.56          0.06104        0.6637         28.8705        0.6637         15.56          
598      bat        0.0002666666667 0.273          8333.333333    0.6096666667   44.5           1              6911.83691     0.42771        277.6773       15.56          0.05965        0.6407         28.8677        0.6407         15.56          
599      bat        0.0004333333333 0.273          8333.333333    0.6096666667   44.5           1              6912.00293     0.42632        277.6773       15.56          0.05965        0.6526         28.8707        0.6526         15.56          
600      bat        0.0006         0.273          8333.333333    0.6096666667   44.5           1              6915           0.42632        277.6773       15.56          0.05965        0.6607         28.8689        0.6607         15.56          
601      bat        0.0001         0.311          8333.333333    0.6096666667   44.5           1              6888.80322     0.43049        276.6187       15.56          0.06104        0.6637         28.4983        0.6637         15.56          
602      bat        0.0002666666667 0.311          8333.333333    0.6096666667   44.5           1              6891.03613     0.4291         276.6189       15.56          0.06104        0.6902         28.4964        0.6902         15.56          
603      bat        0.0004333333333 0.311          8333.333333    0.6096666667   44.5           1              6889.46191     0.4291         276.6191       15.56          0.05965        0.6526         28.4946        0.6526         15.56          
604      bat        0.0006         0.311          8333.333333    0.6096666667   44.5           1              6888.80176     0.4291         276.6187       15.56          0.05965        0.6607         28.4984        0.6607         15.56          
605      bat        0.0001         0.349          8333.333333    0.6096666667   44.5           1              6866.36572     0.43187        275.5033       15.56          0.06243        0.7122         28.0996        0.7122         15.56          
606      bat        0.0002666666667 0.349          8333.333333    0.6096666667   44.5           1              6868.26318     0.43049        275.5033       15.56          0.06104        0.6902         28.1036        0.6902         15.56          
607      bat        0.0004333333333 0.349          8333.333333    0.6096666667   44.5           1              6867.4541      0.43049        275.5034       15.56          0.06104        0.7039         28.1023        0.7039         15.56          
608      bat        0.0006         0.349          8333.333333    0.6096666667   44.5           1              6866.37354     0.43049        275.5032       15.56          0.06104        0.7132         28.1011        0.7132         15.56          
609      bat        0.0001         0.235          11666.66667    0.6096666667   44.5           1              6741.52441     0.44438        269.6378       15.56          0.06799        0.9295         26.1142        0.9295         15.56          
610      bat        0.0002666666667 0.235          11666.66667    0.6096666667   44.5           1              6743.03711     0.44299        269.6378       15.56          0.0666         0.9157         26.119         0.9157         15.56          
611      bat        0.0004333333333 0.235          11666.66667    0.6096666667   44.5           1              6741.03613     0.44299        269.6378       15.56          0.06521        0.8757         26.1171        0.8757         15.56          
612      bat        0.0006         0.235          11666.66667    0.6096666667   44.5           1              6740.2334      0.4416         269.6378       15.56          0.06521        0.8897         26.1197        0.8897         15.56          
613      bat        0.0001         0.273          11666.66667    0.6096666667   44.5           1              6720.68164     0.44576        268.5531       15.56          0.06799        0.9295         25.726         0.9295         15.56          
614      bat        0.0002666666667 0.273          11666.66667    0.6096666667   44.5           1              6720.38184     0.44438        268.5531       15.56          0.0666         0.9157         25.726         0.9157         15.56          
615      bat        0.0004333333333 0.273          11666.66667    0.6096666667   44.5           1              6720.11963     0.44438        268.5528       15.56          0.0666         0.939          25.7312        0.939          15.56          
616      bat        0.0006         0.273          11666.66667    0.6096666667   44.5           1              6718.71729     0.44438        268.5531       15.56          0.0666         0.9549         25.7276        0.9549         15.56          
617      bat        0.0001         0.311          11666.66667    0.6096666667   44.5           1              6693.71289     0.44854        267.4156       15.56          0.06799        0.9295         25.3167        0.9295         15.56          
618      bat        0.0002666666667 0.311          11666.66667    0.6096666667   44.5           1              6694.71289     0.44715        267.4156       15.56          0.06799        0.9789         25.3181        0.9789         15.56          
619      bat        0.0004333333333 0.311          11666.66667    0.6096666667   44.5           1              6696.42871     0.44576        267.4156       15.56          0.0666         0.939          25.3176        0.939          15.56          
620      bat        0.0006         0.311          11666.66667    0.6096666667   44.5           1              6696.68604     0.44576        267.4156       15.56          0.0666         0.9549         25.3211        0.9549         15.56          
621      bat        0.0001         0.349          11666.66667    0.6096666667   44.5           1              6671.64941     0.44993        266.2242       15.56          0.06938        0.9896         24.8904        0.9896         15.56          
622      bat        0.0002666666667 0.349          11666.66667    0.6096666667   44.5           1              6672.1416      0.44854        266.2242       15.56          0.06799        0.9789         24.8872        0.9789         15.56          
623      bat        0.0004333333333 0.349          11666.66667    0.6096666667   44.5           1              6670.21289     0.44854        266.2242       15.56          0.06799        1.0052         24.8875        1.0052         15.56          
624      bat        0.0006         0.349          11666.66667    0.6096666667   44.5           1              6669.23535     0.44854        266.2242       15.56          0.0666         0.9549         24.8916        0.9549         15.56          
625      bat        0.0001         0.235          15000          0.6096666667   44.5           1              6593.48975     0.45826        262.4958       15.56          0.07354        1.183          23.635         1.183          15.56          
626      bat        0.0002666666667 0.235          15000          0.6096666667   44.5           1              6593.49121     0.45687        262.4958       15.56          0.07215        1.1847         23.6377        1.1847         15.56          
627      bat        0.0004333333333 0.235          15000          0.6096666667   44.5           1              6592.36816     0.45687        262.4959       15.56          0.07076        1.1466         23.6372        1.1466         15.56          
628      bat        0.0006         0.235          15000          0.6096666667   44.5           1              6590.96973     0.45687        262.4959       15.56          0.07076        1.1695         23.6386        1.1695         15.56          
629      bat        0.0001         0.273          15000          0.6096666667   44.5           1              6569.24463     0.46104        261.3715       15.56          0.07354        1.183          23.228         1.183          15.56          
630      bat        0.0002666666667 0.273          15000          0.6096666667   44.5           1              6568.8877      0.45965        261.3719       15.56          0.07215        1.1847         23.2259        1.1847         15.56          
631      bat        0.0004333333333 0.273          15000          0.6096666667   44.5           1              6570.94043     0.45826        261.3719       15.56          0.07215        1.2216         23.2265        1.2216         15.56          
632      bat        0.0006         0.273          15000          0.6096666667   44.5           1              6569.7207      0.45826        261.3715       15.56          0.07076        1.1695         23.2286        1.1695         15.56          
633      bat        0.0001         0.311          15000          0.6096666667   44.5           1              6546.27637     0.46243        260.1984       15.56          0.07493        1.2516         22.7921        1.2516         15.56          
634      bat        0.0002666666667 0.311          15000          0.6096666667   44.5           1              6546.78809     0.46104        260.1985       15.56          0.07354        1.2585         22.792         1.2585         15.56          
635      bat        0.0004333333333 0.311          15000          0.6096666667   44.5           1              6544.53223     0.46104        260.1985       15.56          0.07215        1.2216         22.7937        1.2216         15.56          
636      bat        0.0006         0.311          15000          0.6096666667   44.5           1              6544.59668     0.45965        260.1984       15.56          0.07215        1.2472         22.7966        1.2472         15.56          
637      bat        0.0001         0.349          15000          0.6096666667   44.5           1              6520.4541      0.46521        258.9717       15.56          0.07493        1.2516         22.3389        1.2516         15.56          
638      bat        0.0002666666667 0.349          15000          0.6096666667   44.5           1              6520.02832     0.46382        258.9717       15.56          0.07354        1.2585         22.3415        1.2585         15.56          
639      bat        0.0004333333333 0.349          15000          0.6096666667   44.5           1              6521.79053     0.46243        258.9717       15.56          0.07215        1.2216         22.3367        1.2216         15.56          
640      bat        0.0006         0.349          15000          0.6096666667   44.5           1              6520.49463     0.46243        258.9718       15.56          0.07215        1.2472         22.3405        1.2472         15.56          
641      bat        0.0001         0.235          5000           0.6423333333   44.5           1              7105.48145     0.40826        286.6175       15.56          0.05132        0.3895         31.8537        0.3895         15.56          
642      bat        0.0002666666667 0.235          5000           0.6423333333   44.5           1              7105.7085      0.40688        286.6175       15.56          0.05132        0.3988         31.8535        0.3988         15.56          
643      bat        0.0004333333333 0.235          5000           0.6423333333   44.5           1              7107.76855     0.40688        286.6174       15.56          0.04993        0.3709         31.8548        0.3709         15.56          
644      bat        0.0006         0.235          5000           0.6423333333   44.5           1              7108.44043     0.40688        286.6174       15.56          0.04993        0.3735         31.8544        0.3735         15.56          
645      bat        0.0001         0.273          5000           0.6423333333   44.5           1              7087.73145     0.40965        285.8039       15.56          0.05132        0.3895         31.568         0.3895         15.56          
646      bat        0.0002666666667 0.273          5000           0.6423333333   44.5           1              7088.97803     0.40826        285.8039       15.56          0.05132        0.3988         31.568         0.3988         15.56          
647      bat        0.0004333333333 0.273          5000           0.6423333333   44.5           1              7090.51465     0.40826        285.8039       15.56          0.05132        0.4035         31.5695        0.4035         15.56          
648      bat        0.0006         0.273          5000           0.6423333333   44.5           1              7090.67676     0.40826        285.8039       15.56          0.05132        0.4065         31.5693        0.4065         15.56          
649      bat        0.0001         0.311          5000           0.6423333333   44.5           1              7069.229       0.41104        284.9449       15.56          0.05132        0.3895         31.266         0.3895         15.56          
650      bat        0.0002666666667 0.311          5000           0.6423333333   44.5           1              7070.44043     0.40965        284.9449       15.56          0.05132        0.3988         31.2663        0.3988         15.56          
651      bat        0.0004333333333 0.311          5000           0.6423333333   44.5           1              7071.98193     0.40965        284.9449       15.56          0.05132        0.4035         31.268         0.4035         15.56          
652      bat        0.0006         0.311          5000           0.6423333333   44.5           1              7072.15332     0.40965        284.9449       15.56          0.05132        0.4065         31.2678        0.4065         15.56          
653      bat        0.0001         0.349          5000           0.6423333333   44.5           1              7050.46973     0.41243        284.0376       15.56          0.05271        0.422          30.9495        0.422          15.56          
654      bat        0.0002666666667 0.349          5000           0.6423333333   44.5           1              7049.94043     0.41104        284.0376       15.56          0.05132        0.3988         30.9467        0.3988         15.56          
655      bat        0.0004333333333 0.349          5000           0.6423333333   44.5           1              7052.04199     0.41104        284.0376       15.56          0.05132        0.4035         30.9485        0.4035         15.56          
656      bat        0.0006         0.349          5000           0.6423333333   44.5           1              7052.78027     0.41104        284.0376       15.56          0.05132        0.4065         30.9484        0.4065         15.56          
657      bat        0.0001         0.235          8333.333333    0.6423333333   44.5           1              6858.83398     0.43049        275.0613       15.56          0.06104        0.6637         27.8814        0.6637         15.56          
658      bat        0.0002666666667 0.235          8333.333333    0.6423333333   44.5           1              6856.12988     0.43049        275.0611       15.56          0.05965        0.6407         27.8827        0.6407         15.56          
659      bat        0.0004333333333 0.235          8333.333333    0.6423333333   44.5           1              6858.24023     0.4291         275.0608       15.56          0.05965        0.6526         27.8853        0.6526         15.56          
660      bat        0.0006         0.235          8333.333333    0.6423333333   44.5           1              6859.30713     0.4291         275.061        15.56          0.05965        0.6607         27.8834        0.6607         15.56          
661      bat        0.0001         0.273          8333.333333    0.6423333333   44.5           1              6839.19824     0.43187        274.1116       15.56          0.06104        0.6637         27.5466        0.6637         15.56          
662      bat        0.0002666666667 0.273          8333.333333    0.6423333333   44.5           1              6836.78711     0.43187        274.1119       15.56          0.05965        0.6407         27.5438        0.6407         15.56          
663      bat        0.0004333333333 0.273          8333.333333    0.6423333333   44.5           1              6835.68555     0.43049        274.1116       15.56          0.05965        0.6526         27.5468        0.6526         15.56          
664      bat        0.0006         0.273          8333.333333    0.6423333333   44.5           1              6839.22803     0.43049        274.1118       15.56          0.05965        0.6607         27.5451        0.6607         15.56          
665      bat        0.0001         0.311          8333.333333    0.6423333333   44.5           1              6814.80176     0.43465        273.1129       15.56          0.06104        0.6637         27.193         0.6637         15.56          
666      bat        0.0002666666667 0.311          8333.333333    0.6423333333   44.5           1              6816.8916      0.43326        273.1129       15.56          0.06104        0.6902         27.1911        0.6902         15.56          
667      bat        0.0004333333333 0.311          8333.333333    0.6423333333   44.5           1              6815.31738     0.43326        273.1129       15.56          0.05965        0.6526         27.1894        0.6526         15.56          
668      bat        0.0006         0.311          8333.333333    0.6423333333   44.5           1              6814.80273     0.43326        273.1129       15.56          0.05965        0.6607         27.1932        0.6607         15.56          
669      bat        0.0001         0.349          8333.333333    0.6423333333   44.5           1              6793.52441     0.43604        272.0618       15.56          0.06243        0.7122         26.8138        0.7122         15.56          
670      bat        0.0002666666667 0.349          8333.333333    0.6423333333   44.5           1              6795.87402     0.43465        272.0619       15.56          0.06104        0.6902         26.8179        0.6902         15.56          
671      bat        0.0004333333333 0.349          8333.333333    0.6423333333   44.5           1              6794.57275     0.43465        272.0618       15.56          0.06104        0.7039         26.8166        0.7039         15.56          
672      bat        0.0006         0.349          8333.333333    0.6423333333   44.5           1              6793.5376      0.43465        272.0619       15.56          0.06104        0.7132         26.8153        0.7132         15.56          
673      bat        0.0001         0.235          11666.66667    0.6423333333   44.5           1              6675.75195     0.44854        266.532        15.56          0.06799        0.9295         24.9294        0.9295         15.56          
674      bat        0.0002666666667 0.235          11666.66667    0.6423333333   44.5           1              6677.16504     0.44715        266.5318       15.56          0.0666         0.9157         24.9342        0.9157         15.56          
675      bat        0.0004333333333 0.235          11666.66667    0.6423333333   44.5           1              6676.69434     0.44576        266.532        15.56          0.06521        0.8757         24.9323        0.8757         15.56          
676      bat        0.0006         0.235          11666.66667    0.6423333333   44.5           1              6679.0874      0.44576        266.5317       15.56          0.06521        0.8897         24.9349        0.8897         15.56          
677      bat        0.0001         0.273          11666.66667    0.6423333333   44.5           1              6655.87988     0.44993        265.509        15.56          0.06799        0.9295         24.5596        0.9295         15.56          
678      bat        0.0002666666667 0.273          11666.66667    0.6423333333   44.5           1              6656.8501      0.44854        265.509        15.56          0.0666         0.9157         24.5596        0.9157         15.56          
679      bat        0.0004333333333 0.273          11666.66667    0.6423333333   44.5           1              6655.40332     0.44854        265.509        15.56          0.0666         0.939          24.5648        0.939          15.56          
680      bat        0.0006         0.273          11666.66667    0.6423333333   44.5           1              6655.11621     0.44715        265.509        15.56          0.0666         0.9549         24.5612        0.9549         15.56          
681      bat        0.0001         0.311          11666.66667    0.6423333333   44.5           1              6635.17041     0.45132        264.4362       15.56          0.06799        0.9295         24.1695        0.9295         15.56          
682      bat        0.0002666666667 0.311          11666.66667    0.6423333333   44.5           1              6633.60303     0.44993        264.4362       15.56          0.06799        0.9789         24.171         0.9789         15.56          
683      bat        0.0004333333333 0.311          11666.66667    0.6423333333   44.5           1              6634.23682     0.44993        264.4362       15.56          0.0666         0.939          24.1704        0.939          15.56          
684      bat        0.0006         0.311          11666.66667    0.6423333333   44.5           1              6633.29541     0.44993        264.4362       15.56          0.0666         0.9549         24.174         0.9549         15.56          
685      bat        0.0001         0.349          11666.66667    0.6423333333   44.5           1              6609.64551     0.4541         263.312        15.56          0.06938        0.9896         23.7633        0.9896         15.56          
686      bat        0.0002666666667 0.349          11666.66667    0.6423333333   44.5           1              6610.12744     0.45271        263.312        15.56          0.06799        0.9789         23.7601        0.9789         15.56          
687      bat        0.0004333333333 0.349          11666.66667    0.6423333333   44.5           1              6610.0918      0.45132        263.312        15.56          0.06799        1.0052         23.7604        1.0052         15.56          
688      bat        0.0006         0.349          11666.66667    0.6423333333   44.5           1              6612.02051     0.45132        263.312        15.56          0.0666         0.9549         23.7645        0.9549         15.56          
689      bat        0.0001         0.235          15000          0.6423333333   44.5           1              6537.17432     0.46243        259.7975       15.56          0.07354        1.183          22.5699        1.183          15.56          
690      bat        0.0002666666667 0.235          15000          0.6423333333   44.5           1              6537.17822     0.46104        259.7975       15.56          0.07215        1.1847         22.5726        1.1847         15.56          
691      bat        0.0004333333333 0.235          15000          0.6423333333   44.5           1              6538.76855     0.45965        259.7976       15.56          0.07076        1.1466         22.5721        1.1466         15.56          
692      bat        0.0006         0.235          15000          0.6423333333   44.5           1              6538.06104     0.45965        259.7973       15.56          0.07076        1.1695         22.5735        1.1695         15.56          
693      bat        0.0001         0.273          15000          0.6423333333   44.5           1              6517.24365     0.46382        258.7367       15.56          0.07354        1.183          22.1815        1.183          15.56          
694      bat        0.0002666666667 0.273          15000          0.6423333333   44.5           1              6517.08691     0.46243        258.7368       15.56          0.07215        1.1847         22.1793        1.1847         15.56          
